ID,Elo
0,326.0046509133069
1,392.0
2,592.8750067458928
3,401.62410965113094
4,450.90226318827825
5,350.4682918492951
6,403.0508914794218
7,263.90838413592445
8,434.7030573417727
9,377.28124031659627
10,313.91089105684244
11,375.9000069873386
12,429.841891453552
13,384.1841742594847
14,345.25890872116355
15,419.03164387169613
16,436.70651014981826
17,383.9155239207032
18,492.5300153156322
19,394.72643588982055
20,518.5507413458103
21,408.45662352508975
22,370.4191379130567
23,319.162451512332
24,455.8562345406394
25,392.0
26,422.08808229307
27,474.3234444265423
28,574.7732519314753
29,376.81434394150045
30,561.1480475552712
31,259.5076384640449
32,317.98972346787343
33,377.60396452905246
34,348.6787954474079
35,392.0
36,424.84568748205027
37,255.25162444617132
38,311.749374100944
39,400.2022685974464
40,385.68590174576326
41,363.53973612925176
42,324.3090179057062
43,384.3469207506078
44,485.1587525841852
45,288.62881981012333
46,608.9220883181848
47,398.7219453872501
48,636.3019699432945
49,506.89069305509764
50,611.9098862335757
51,492.9487047272829
52,535.7734969991221
53,264.9918703879492
54,307.09808553929116
55,378.63779107833517
56,514.3176048191679
57,356.2321205799848
58,505.9641941393069
59,392.0
60,444.5159446220621
61,383.4523970149072
62,558.7580277852355
63,392.0
64,275.1007871290378
65,358.9513527789569
66,381.7141772211998
67,359.6560387633068
68,326.27920300288764
69,384.0
70,440.859506229977
71,368.4113172785573
72,281.12310865299713
73,392.0
74,555.2243367696348
75,448.01572299234715
76,446.57800750168076
77,376.7935313229002
78,468.807581579703
79,418.3813379744577
80,468.8984334185963
81,392.0
82,356.8153697370027
83,401.01008022110426
84,448.02749773506446
85,458.4967269179389
86,442.85250907789367
87,307.4091343102642
88,464.58704399161434
89,384.69402924735215
90,514.3856646746281
91,322.2064980157657
92,421.0435615418059
93,412.8058542980623
94,355.03419824498764
95,315.8469225163051
96,450.5255338547333
97,329.95586874654816
98,618.7712592175056
99,319.16346574388336
100,358.65534829181456
101,312.11555578980926
102,657.5686931994142
103,438.57987025814083
104,419.94535380654276
105,384.368153396761
106,496.4643148251033
107,375.5591776857363
108,250.96498554644722
109,382.13833148596547
110,508.5312434633833
111,336.7836159870857
112,552.7418349474792
113,352.79959355753243
114,400.69055112293324
115,392.0
116,569.1075218334903
117,333.60435615951315
118,471.6477042369862
119,381.84477489468765
120,539.2147237721067
121,334.2920471574426
122,538.6603859271954
123,391.8560195964891
124,515.4607497463587
125,461.4158172230369
126,446.5018300088783
127,430.6849400895378
128,334.47144222080317
129,388.9935538925797
130,617.420784301377
131,448.72764438592185
132,434.44465352952614
133,371.53693901700296
134,394.57001844356637
135,392.0
136,502.26745035343754
137,463.3374783643191
138,436.9330282125659
139,384.8886885114562
140,373.32201031144086
141,392.42943917835936
142,425.3490055811743
143,308.7484359785172
144,414.7873201173138
145,341.3371543487623
146,422.2721997606598
147,270.146970259735
148,321.8374383163073
149,332.2878894456809
150,366.492085155129
151,384.5552120436303
152,409.53117703678345
153,301.42072268258823
154,586.2073115379495
155,305.10129130866363
156,453.25385015657235
157,405.23487198137343
158,285.0795336782786
159,392.0
160,339.86454424020667
161,382.4181260624061
162,492.4928191216996
163,384.347869329059
164,531.1754287068902
165,306.66833174831913
166,399.67004488634035
167,426.8189060625564
168,529.4428988254492
169,431.6232086802795
170,439.07921964599456
171,249.7596776504185
172,518.4162327102865
173,388.15267797803176
174,492.940641374401
175,244.23496702834947
176,310.9143692939554
177,350.3107382057335
178,347.0575182127407
179,394.47758711795314
180,626.0000590540161
181,477.6873274784861
182,456.21402523716347
183,334.4542938092456
184,458.439681264612
185,331.46586777856976
186,446.2849331483935
187,496.73143274189607
188,436.97198788768753
189,418.8619402706897
190,487.02239749539916
191,384.368153396761
192,441.3966613287788
193,218.2880514694719
194,295.6947391598517
195,451.12978685727745
196,588.2002716963979
197,302.8776733521319
198,359.6886545390292
199,377.6364973282172
200,336.55502796810873
201,392.0
202,444.90082788710737
203,392.0
204,500.8856187889836
205,392.0
206,422.7889187091105
207,384.7261928720653
208,409.112603146151
209,367.2543772834094
210,546.2926556806079
211,488.4405057832423
212,394.47155638854883
213,392.0
214,571.0789963643291
215,297.7125848470445
216,352.15338143133124
217,290.5682667183594
218,370.1916508876035
219,392.57081111430375
220,454.69710950714534
221,483.0656254570054
222,579.220521451138
223,418.7132603707856
224,508.8155987271655
225,398.33839252737806
226,347.5343604570488
227,375.9189526978078
228,308.8051757498399
229,545.6059814457053
230,380.8908117841227
231,276.06965318416184
232,583.248774205785
233,310.2401404187029
234,575.3520622213891
235,344.31124959335574
236,469.0528221810135
237,438.7841932841992
238,579.7290618774465
239,425.8868462382869
240,384.86360289960106
241,323.91528257842697
242,650.2020558804585
243,449.3069570201158
244,519.1994695444432
245,477.6254434418524
246,484.0934715953066
247,366.8653948714983
248,505.5445561885818
249,478.56539537227417
250,527.3977498448488
251,401.3418475145065
252,316.1267639290269
253,377.2234285257891
254,435.45089006261384
255,426.27475001282585
256,433.5400911649375
257,317.67315508074677
258,519.2738589653228
259,394.03363614942464
260,470.069705327925
261,535.1549804407755
262,504.8962438705525
263,404.1496208404192
264,319.1850109730199
265,319.6643406468597
266,402.34677911717324
267,350.93650147166437
268,513.0612345063313
269,486.8629984692206
270,416.76342981441877
271,296.6335673982485
272,396.8906266777878
273,239.3469632253672
274,310.834252200836
275,386.40317240554873
276,386.1158388269314
277,370.0673636754518
278,293.5003398042067
279,384.1841742594847
280,450.66680195638986
281,481.93060285423934
282,338.045274600059
283,322.2645988397577
284,453.27224501653853
285,189.3816196425872
286,563.4018457784114
287,344.16331067922476
288,475.42354770584035
289,330.20154046030683
290,509.4429548661184
291,492.02659177986106
292,343.5171302589321
293,384.3594409176437
294,420.4666894713821
295,350.6446030387266
296,465.6162685353507
297,392.0
298,415.3490319862249
299,293.88001182699315
300,481.5280939149901
301,356.4453215716711
302,445.35505352785094
303,317.1933021152013
304,330.5964058924613
305,488.35691391111
306,546.2008161612918
307,276.51117629006467
308,549.5545870829707
309,463.46366998692037
310,307.00349027121473
311,373.69620302530757
312,402.01779185856765
313,352.8358012100801
314,453.72882323596946
315,392.0
316,459.64399644486787
317,381.3336535621799
318,392.0
319,398.10101274169494
320,508.39000731242965
321,334.7029805273068
322,351.351149606408
323,459.4601759484164
324,331.20406215313955
325,402.7378256494654
326,381.1332483866686
327,530.5533661415416
328,500.1753289416533
329,383.82006650916213
330,430.68405987947375
331,359.4990713442516
332,389.1167963973252
333,392.0
334,451.0875885877849
335,439.7762271043249
336,521.076872765399
337,488.11693061671684
338,400.26996419240083
339,361.60216814172895
340,346.9378185214552
341,363.6235997954874
342,463.0762441815264
343,555.2259294519602
344,369.3968871110274
345,455.52699644469874
346,380.74835425313915
347,514.2221144939975
348,392.0
349,463.1798282010538
350,392.0
351,452.42046701742674
352,472.008723237096
353,503.923470849677
354,429.11012423912774
355,424.31262566259255
356,386.0472689622874
357,328.0474005152374
358,384.0
359,474.08142047038547
360,436.01820743596556
361,490.1265080905754
362,392.0
363,499.50865763710544
364,528.3796163162768
365,230.8525156830694
366,443.2150363420718
367,385.8017894536963
368,403.33218308597856
369,344.4356693786271
370,346.9329184341504
371,370.3717664152103
372,486.34558363460417
373,376.6192790640773
374,505.3061230455849
375,392.0
376,397.62382351959354
377,392.0
378,447.6520283470689
379,261.8933838848289
380,357.4915745165833
381,376.0738392733938
382,368.04915379884693
383,468.3779765982306
384,392.1841742594847
385,393.809959357801
386,366.66477557233276
387,394.3490241861231
388,457.6196295517855
389,379.68674053900594
390,384.6924840719902
391,361.8179603161855
392,269.5645640545976
393,508.64378428346043
394,367.6842394437693
395,372.1209316549422
396,381.0109243648731
397,397.32792422624357
398,443.1208728141843
399,376.5442789378778
400,478.43573565767514
401,532.0930382337723
402,425.96099262580765
403,413.81106253370785
404,384.69602445732386
405,391.8158257405153
406,583.5006830196229
407,490.3924908692609
408,384.1926466020127
409,373.92806710097915
410,369.17212790075445
411,367.5916773778169
412,352.9300030765356
413,348.35431404686506
414,392.1841742594847
415,341.22358097326236
416,392.1841742594847
417,360.4290083683699
418,391.8158257405153
419,392.1841742594847
420,384.9182708653777
421,284.9635501125901
422,367.3092696321376
423,391.8158257405153
424,384.0087538555585
425,391.8158257405153
426,384.37258249791023
427,376.0083816447785
428,392.1841742594847
429,391.8158257405153
430,391.8158257405153
431,383.8673119127696
432,392.1841742594847
433,383.5988186023195
434,391.6403061054346
435,384.20188349190306
436,391.8158257405153
437,392.3596938945654
438,453.9320446846069
439,392.1841742594847
440,391.8158257405153
441,376.352357380116
442,391.631846603239
443,305.4358743580359
444,392.0
445,384.5522368421575
446,384.43057874721
447,392.3596938945654
448,384.2161616561852
449,391.8158257405153
450,384.1924342101463
451,384.11468366211636
452,384.3758151324387
453,391.99152295793954
454,392.0
455,392.1799356867292
456,392.00847704206046
457,392.0
458,392.17570150358813
459,383.9875744351809
460,376.8346903876388
461,392.3680559561936
462,350.7393275746264
463,391.6403061054346
464,364.77955789098803
465,368.62831581987865
466,376.059456820712
467,369.2775298299997
468,383.7758537392239
469,362.1539666911388
470,376.37667804734366
471,391.8159232831798
472,384.44629247775276
473,384.16925592253057
474,391.631846603239
475,391.631846603239
476,392.36382411336916
477,375.79686711740374
478,391.8117867363796
479,384.1838882506377
480,374.9140524751093
481,391.8284376280009
482,384.23328401078356
483,391.6403061054346
484,391.8325769446556
485,392.368153396761
486,392.0
487,385.0623672269773
488,383.54014993782687
489,391.6275197770587
490,344.3282354457379
491,391.8075484760201
492,377.01615353830795
493,392.363921505828
494,392.36805600902585
495,391.8326743495852
496,392.5476238702199
497,351.4882165468084
498,359.0015319475945
499,392.53066311901205
500,391.4650957905235
501,392.34720823886187
502,392.2000515482963
503,392.0002896356304
504,391.50129683608225
505,383.18010958361566
506,384.7526074609022
507,391.81996901206236
508,391.64461577742816
509,391.62470078088705
510,392.1678046926017
511,368.8620904786894
512,391.8362384379047
513,391.6434573017824
514,391.81188870414513
515,391.84047857236385
516,391.9960597734522
517,383.5224346489484
518,356.42193205644645
519,391.50154505857324
520,376.23483652034093
521,391.4690842793302
522,368.55184092970063
523,391.30208846128403
524,391.8244885379377
525,392.57928572665685
526,377.4206601620274
527,391.2860434991139
528,367.0506345795567
529,360.98383755102174
530,391.67659927700504
531,391.8557908496351
532,392.3517092270743
533,376.00979035973495
534,384.30745673181474
535,391.3303077483334
536,374.12179486084125
537,376.01605157500467
538,407.6889566070936
539,391.4995191492411
540,376.2969025295067
541,384.4146621110318
542,391.31404639439364
543,376.81997594305096
544,391.8287522894189
545,376.2756746729153
546,383.1643367437658
547,391.79296956328295
548,391.3051716751732
549,386.27272845817663
550,384.00983814441634
551,392.9884033560303
552,384.3453343889162
553,363.6195218026332
554,391.64066019225606
555,406.78161420909345
556,368.7363693214257
557,390.9887208374432
558,367.3503328953305
559,392.9892908165338
560,408.42027898044046
561,391.7993926787444
562,384.410567150731
563,392.3126426373785
564,376.76999141954343
565,383.3980225115846
566,391.99156332371865
567,393.5403072909721
568,391.3478749681595
569,392.01323832323595
570,392.0168439534164
571,391.82740184821813
572,391.8377897321317
573,383.8711537585115
574,392.6979638491096
575,391.469818115787
576,391.46465233451795
577,368.6457404211619
578,377.5158033803363
579,366.38608707268884
580,391.55309352144576
581,391.30728338334086
582,392.5410634968343
583,392.33874205954595
584,391.4809866523101
585,391.679819195141
586,392.1561018210323
587,386.3868171105932
588,377.38124923764633
589,392.29666842457607
590,385.5170562756829
591,391.1021779453225
592,390.6741426717455
593,385.47336933051633
594,393.46203949338934
595,408.6749155402011
596,390.9094719642105
597,392.64083169224097
598,392.81167351041074
599,391.49983294352234
600,392.93155259775216
601,385.2497278167099
602,391.361619473312
603,391.1481893311421
604,383.0614723869456
605,392.9141385530329
606,392.58347619145076
607,392.2364876138023
608,391.20063491754604
609,391.3576897286228
610,384.48979619113686
611,376.7048611516385
612,391.37193834084087
613,406.53830669624585
614,391.7087459387917
615,391.83511710817044
616,392.0121136340504
617,381.35477122273727
618,392.8900570152257
619,367.7796212743143
620,392.4236930078551
621,391.3191295868453
622,391.50616923498285
623,392.8735914273493
624,343.41291630318943
625,391.8128905283185
626,377.3820311435327
627,391.8375560467327
628,392.0455406705427
629,391.69907710878203
630,392.16102675683123
631,383.1958358496789
632,384.5751215954609
633,392.0579349922098
634,392.7054571057819
635,381.455874626764
636,392.7436341617475
637,394.0018077016055
638,392.74058364738926
639,392.9059614688149
640,405.34659513071006
641,377.13433957572664
642,366.8095331207565
643,392.25711983541015
644,351.7878449084309
645,440.68452356978094
646,344.8596933322809
647,361.4589267156312
648,367.92748470959157
649,430.29373831738883
650,533.5608622575975
651,537.7487995468969
652,392.0
653,516.0528130602502
654,442.4811148064437
655,386.75186362361086
656,373.3080515172445
657,312.4632749291646
658,390.4564311785614
659,372.7035569725197
660,404.0399045470125
661,403.0062178808593
662,453.4216850358438
663,415.1511257398233
664,449.98871693797304
665,392.0
666,392.2744761247385
667,571.1845515595179
668,307.274369933117
669,327.3509616712699
670,355.49720398049493
671,417.415147701646
672,485.96267782780734
673,406.1628140494913
674,389.87362851840913
675,522.6452371555015
676,449.2684315102365
677,433.0887309836013
678,392.8500812252202
679,422.5520411763942
680,426.1278535597771
681,341.04240467726095
682,321.0841183333629
683,421.5420548379663
684,288.94115459996897
685,504.91591898183697
686,514.0159678942101
687,469.58950203026467
688,384.7808742114122
689,376.88890364191366
690,357.7388125252228
691,341.51357825685784
692,410.23419034004763
693,503.54779597429166
694,513.0716391530249
695,321.0621892637086
696,331.24074032233517
697,515.5839120636917
698,392.0
699,473.88796691621496
700,303.76932466300286
701,337.7510281462565
702,458.53393687775804
703,396.01554522377336
704,392.0
705,287.61481092517863
706,374.49640089678434
707,332.09274359847274
708,465.6923457993135
709,365.0791269217982
710,348.4558634609429
711,509.3050713053113
712,384.32121582828523
713,320.0849522345488
714,499.8459918023474
715,482.2848689772555
716,383.8865381238917
717,445.2516002112068
718,415.2635006564876
719,423.62020957715544
720,284.7491998331
721,257.36334576002304
722,392.0
723,348.0561778905569
724,419.32738491720414
725,386.0369527372613
726,317.92899639696725
727,432.0154608249549
728,353.9519312618851
729,367.77189190353005
730,388.6645359535697
731,441.2280008467194
732,296.81202878673906
733,382.76158407460275
734,391.32714443676605
735,428.1888874209304
736,311.7962808029891
737,511.9544645493354
738,544.1247373299785
739,390.4054833619616
740,360.1098593128246
741,366.2445970812506
742,392.0
743,376.3947366801935
744,412.5730966688802
745,440.9920057123042
746,440.09735321489586
747,354.3078925967699
748,495.71323371013824
749,392.0
750,266.69754073726364
751,372.64074749950674
752,513.6954644029151
753,426.98871211351025
754,490.44763119733017
755,423.4246518009064
756,394.1621310848723
757,392.8471976264583
758,389.736432959423
759,390.59448340680467
760,421.3523020848943
761,374.3716713104908
762,461.60151712726605
763,328.83149808086466
764,460.0076857472649
765,392.0
766,424.45697402807747
767,328.15025258333856
768,485.6537190248619
769,335.4528430419965
770,392.09118870755344
771,482.8657668374048
772,364.99025934880666
773,537.2846960677266
774,318.16315430525634
775,445.19922759465527
776,328.1493525494995
777,394.1941391084669
778,392.8746832036585
779,268.4058299903727
780,389.8145210416846
781,335.0176838183948
782,398.51194123120797
783,383.74241396792763
784,384.9787045985756
785,394.12879534826493
786,373.1898982761196
787,516.3485157164796
788,480.3885299913701
789,293.172222213629
790,385.37805832254395
791,378.0202003107714
792,406.09674466262385
793,397.3954245432383
794,381.4480021835822
795,401.70520637875575
796,361.11371629675784
797,468.8953501673317
798,392.0
799,420.0307052149691
800,327.1378052276707
801,406.8903890913725
802,329.7742896856412
803,285.9414956868225
804,390.4648955705059
805,385.6249124671225
806,442.4357808606898
807,417.3635822640472
808,373.1173958001019
809,314.10239108372417
810,423.51193494186134
811,392.0
812,393.5220691919557
813,526.8300433402046
814,422.40145227612834
815,421.91748332068425
816,367.98567905686645
817,393.1068845180877
818,465.1788255219611
819,498.89906896038025
820,361.32717309380394
821,363.35470465798136
822,392.0
823,360.1630674540886
824,374.2455297078173
825,537.0271083179364
826,384.1071172388595
827,329.3412054433901
828,330.31239615940956
829,387.7091451824201
830,394.5711984203086
831,463.62177185325453
832,392.0
833,379.3111747999151
834,320.66113331112683
835,440.2577407061959
836,347.57073499883614
837,485.0247387291874
838,380.2906956051201
839,354.49614463612073
840,474.66248620063607
841,373.65811734423755
842,391.8158257405153
843,454.35230594927435
844,332.76434052718844
845,385.59660278766063
846,391.8272150111334
847,391.8158257405153
848,373.81528618568836
849,391.7777900228932
850,398.69810641866326
851,391.82247426150695
852,386.31254289464084
853,391.04671825097427
854,392.0
855,383.07858571131874
856,416.52164811842874
857,392.0
858,391.78932656124357
859,391.9061668909684
860,393.11282312734113
861,382.52146464849056
862,389.4606118896511
863,390.8053198660338
864,392.85785583030076
865,392.1841742594847
866,392.7839984617047
867,378.2164140827331
868,492.7838395127082
869,391.87662885345264
870,393.682634813666
871,384.33521913583127
872,382.8916319796572
873,391.89246257017663
874,391.80511409067304
875,392.9356573394472
876,391.84970190437747
877,390.5737038196533
878,407.8158257405153
879,392.4660415335884
880,382.337937510545
881,407.6815742157428
882,379.3991290044166
883,391.66805560391936
884,391.661666481818
885,391.6292665741338
886,384.8842470493603
887,366.7471121652963
888,383.7636608702492
889,370.907914498915
890,383.57950506510883
891,383.2887354798
892,390.64628687056313
893,391.8158257405153
894,388.30596672651166
895,360.19969371873975
896,390.8506736884079
897,392.1841742594847
898,384.74291160661966
899,392.3514319068603
900,392.363921505828
901,391.6806848469241
902,392.01429520247507
903,390.16138066187324
904,391.3514496736071
905,392.0408192976791
906,390.1097049608192
907,391.9213179153776
908,353.1811620567394
909,390.4822296422199
910,386.5837107923037
911,391.35740950531294
912,386.5462651812115
913,391.4728980710614
914,390.5815244390119
915,375.94019844571625
916,382.7357925214222
917,407.65036833921033
918,391.86741466405886
919,391.37651233999
920,392.01764043682226
921,391.9519075091399
922,392.01983974712255
923,391.74837370805176
924,392.391602631123
925,384.7180902827111
926,392.61183593926364
927,395.4838857436907
928,393.1713532756734
929,390.55699384155116
930,392.5121771187099
931,391.9857497777463
932,390.5853615807045
933,391.35249909515505
934,391.1521420140806
935,393.4113892174688
936,390.4221057336707
937,384.49345968638215
938,394.7754085636432
939,392.2031936676568
940,393.1784136669175
941,407.25391205690977
942,407.8175078790033
943,392.40352468019637
944,388.1973349069991
945,389.9014656341323
946,392.4579593439208
947,392.8344776484898
948,373.5216322835514
949,391.6383519971612
950,392.7388679918366
951,392.7022923247979
952,394.15738069581323
953,392.90420918660936
954,392.72332190626537
955,384.5785237123147
956,391.50528927884056
957,392.25479043808537
958,393.0327253048406
959,392.2725847628989
960,387.52036162144327
961,393.46957198470574
962,391.1372594872177
963,392.40478902303704
964,391.28018193708374
965,390.93458573894765
966,383.582455969066
967,393.8258704705004
968,390.5719116886422
969,391.38663822397604
970,373.48537990646895
971,391.96070361344533
972,391.3342203591807
973,393.7406990288995
974,391.9122889913521
975,386.1088162477677
976,394.1574521294178
977,391.6591350065801
978,395.77573951597066
979,391.5826747908381
980,391.37654607087916
981,391.68184294491783
982,390.66481357025447
983,389.93934899121837
984,394.887983240444
985,391.1069811356647
986,391.651478936369
987,391.55085152478506
988,389.2822254668753
989,393.3140257374829
990,391.662963195675
991,391.81236554277785
992,391.1991773064058
993,392.33770580105335
994,385.0137433610722
995,383.6955626659587
996,392.2229436153394
997,392.82210476791147
998,392.2878456746336
999,390.7870327050413
1000,390.88699501566595
1001,395.044987302901
1002,389.7356373432632
1003,393.8861677580746
1004,395.2758596255873
1005,391.0409871240429
1006,391.43256939971235
1007,392.3506063222407
1008,391.57023358789405
1009,392.4650240874694
1010,392.26213361960515
1011,391.62324485386284
1012,394.14291999040256
1013,390.78109051993886
1014,390.4778619717323
1015,392.5741662197627
1016,392.0211370445333
1017,392.0793805304252
1018,391.87404412824293
1019,391.84009470180956
1020,393.3354070442724
1021,393.68060491808245
1022,391.42078323445867
1023,393.44983498269016
1024,389.98878090088004
1025,391.5767872685018
1026,393.40352207948615
1027,394.227149977703
1028,396.3403396809392
1029,392.5098431220631
1030,391.9474879347173
